Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
288,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,0.8,4.5,50,Yes,,Wildlife,Yes,0.1,All
289,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,5.1,4.2,500,No,,Wildlife,Yes,0.4,Evening
290,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,4.3,4.6,100,No,,Nature,Yes,0.1,Anytime
291,Southern,Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,Unknown,2.6,4.8,100,Yes,,Religious,No,0.1,Anytime
292,Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,5.9,4.1,0,Yes,,Religious,No,0.1,Afternoon
293,Eastern,West Bengal,Kolkata,Indian Museum,Museum,1814,4.2,4.7,10,Yes,Monday,Historical,Yes,0.17,Morning
294,Western,Gujarat,Junagadh,Gir National Park,National Park,1965,5.3,4.5,10,No,,Wildlife,Yes,0.1,Anytime
295,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,3.0,4.8,500,Yes,,Historical,No,0.69,Night
296,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,5.1,4.8,0,Yes,,Spiritual,Yes,2.34,Morning
297,Eastern,West Bengal,Kolkata,Kalighat Kali Temple,Temple,1809,3.0,4.3,50,Yes,,Religious,Yes,0.56,All
298,Western,Maharastra,Mumbai,Elephanta Caves,Monument,1987,3.1,4.6,100,Yes,,Historical,Yes,0.94,Afternoon
299,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,5.4,5.0,100,Yes,,Entertainment,Yes,0.89,All 
300,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,5.5,4.3,100,No,,Wildlife,Yes,0.1,All 
301,Northern,Delhi,Delhi,Qutub Minar,Monument,1192,2.1,4.5,200,Yes,,Historical,Yes,1.12,Anytime
302,Western,Maharastra,Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,0.5,4.5,200,Yes,,Historical,Yes,0.46,Evening
303,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,5.6,4.5,10,No,,Historical,Yes,0.28,All
304,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.6,4.5,0,Yes,,Religious,No,1.04,Afternoon
305,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,1.5,4.5,500,No,,Religious,No,0.17,Anytime
306,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.9,4.2,0,No,,Nature,Yes,0.29,Morning
307,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,2.3,5.0,50,No,,Nature,Yes,0.1,All
308,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,2.2,4.7,500,No,,Nature,Yes,0.1,All 
309,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,3.9,4.3,20,Yes,,Wildlife,Yes,0.82,All 
310,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.6,4.4,10,Yes,,Nature,Yes,0.12,All 
311,Eastern,West Bengal,Kolkata,Victoria Memorial,Museum,1921,1.3,4.5,200,Yes,Monday,Historical,Yes,0.96,Night
312,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,0.7,4.5,200,No,,Historical,Yes,0.1,Anytime
313,Southern,Puducherry,Auroville,Auroville,Township,1968,3.3,4.1,500,Yes,,Cultural,Yes,0.32,Anytime
314,Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,3.0,4.3,10,Yes,,Scenic,Yes,0.57,All 
315,Southern,Goa,Goa,Chapora Fort,Fort,1617,5.5,4.1,50,Yes,,Historical,Yes,0.12,Morning
316,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,1.2,4.4,50,Yes,,Wildlife,Yes,0.69,Morning
317,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,5.7,4.6,200,Yes,,Architectural,No,1.14,Afternoon
318,Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,2.9,4.0,100,Yes,,Recreational,Yes,0.1,Afternoon
319,Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,5.2,4.8,20,No,,Religious,No,0.26,Night
320,Southern,Kerala,Kozhikode,Kozhikode Beach,Beach,Unknown,1.5,3.9,100,Yes,,Recreational,Yes,0.16,Morning
321,Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,5.9,4.6,10,Yes,Tuesday,Historical,Yes,0.55,All 
322,Northern,Delhi,Delhi,Akshardham Temple,Temple,2005,5.9,4.6,0,Yes,,Religious,No,0.9,All
323,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,5.4,4.5,50,No,,Wildlife,No,0.1,All
324,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,3.8,4.5,20,Yes,,Architectural,Yes,1.09,Afternoon
325,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,5.4,4.3,100,Yes,Monday,Wildlife,Yes,0.43,Morning
326,Southern,Kerala,Nelliyampathy,Seethargundu Viewpoint,Viewpoint,Unknown,4.1,4.6,0,No,,Nature,Yes,0.25,Night
327,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,0.6,4.6,100,No,,Religious,No,0.1,All
328,Western,Maharastra,Mumbai,Haji Ali Dargah,Religious Shrine,1431,1.8,4.3,10,Yes,,Religious,No,0.2,Afternoon
329,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.2,4.6,10,Yes,,Shopping,Yes,1.83,Anytime
330,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,3.9,4.6,200,Yes,,Nature,Yes,0.1,Anytime
331,Eastern,West Bengal,Kolkata,Howrah Bridge,Bridge,1943,4.3,4.9,20,Yes,,Architectural,No,1.23,All 
332,Northern,Delhi,Delhi,Qutub Minar,Monument,1192,2.5,4.5,20,Yes,,Historical,Yes,1.35,All
333,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,3.5,4.6,10,Yes,,Historical,Yes,0.77,Night
334,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,5.4,4.4,50,Yes,,Nature,Yes,0.26,All 
335,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,1.6,4.3,500,No,,Nature,Yes,0.49,All 
336,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,1.6,4.3,50,Yes,,Recreational,Yes,0.1,Anytime
337,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.5,200,No,,Wildlife,Yes,0.1,Anytime
338,Southern,Goa,Goa,Baga Beach,Beach,Unknown,4.7,4.7,0,Yes,,Scenic,Yes,0.1,All
339,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,2.4,4.5,500,Yes,,Nature,Yes,0.1,Night
340,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.4,4.6,500,No,,Religious,No,2.36,All
341,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,4.0,4.3,200,No,,Wildlife,Yes,0.21,All 
342,Western,Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.0,4.5,200,Yes,,Religious,No,0.32,Afternoon
343,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.5,4.4,10,No,,Wildlife,No,0.1,Morning
344,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,6.0,4.6,500,Yes,,Religious,No,0.75,Morning
345,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,5.1,3.8,100,Yes,,Wildlife,Yes,0.7,Morning
346,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,3.7,4.4,100,No,,Nature,Yes,0.1,All
347,Northern,Rajasthan,Jaipur,Jaigarh Fort,Fort,1726,3.0,4.6,50,Yes,,Historical,Yes,0.43,All
348,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,4.6,4.4,20,No,,Nature,Yes,0.1,Morning
349,Eastern,West Bengal,Kolkata,Science City Kolkata,Science,1997,5.9,4.1,10,Yes,,Educational,Yes,0.88,Night
350,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,5.3,4.6,500,Yes,,Religious,No,0.2,All
351,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,5.0,4.6,200,Yes,Sunday,Sports,Yes,5.0,Evening
352,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,10,Yes,,Religious,No,0.96,Anytime
353,Eastern,Bihar,Bodh Gaya,Mahabodhi Temple,Temple,-260,0.8,4.6,50,Yes,,Religious,Yes,0.37,All 
354,Western,Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1915,3.4,5.0,100,Yes,,Historical,Yes,0.74,Afternoon
355,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,3.9,4.2,50,Yes,,Historical,Yes,0.1,Afternoon
356,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.5,4.5,500,Yes,,Religious,No,0.1,Evening
357,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,5.7,3.8,0,Yes,,Nature,Yes,0.1,All 
358,Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,4.7,4.6,20,Yes,,Recreational,Yes,0.15,Morning
359,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,3.1,4.2,200,No,,Recreational,Yes,0.1,Anytime
360,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.7,5.0,100,Yes,,Religious,No,0.72,Anytime
361,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,5.7,4.8,500,No,,Religious,No,0.29,All 
362,Northern,Rajasthan,Udaipur,City Palace,Palace,1559,1.4,4.2,50,Yes,,Historical,Yes,0.1,Afternoon
363,Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,1.6,4.7,20,Yes,,Historical,Yes,2.45,Morning
364,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,1.1,4.6,10,No,,Nature,Yes,0.24,Afternoon
365,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,1.7,4.9,50,No,,Nature,Yes,0.1,All
366,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.2,50,No,,Wildlife,Yes,0.1,All 
367,Western,Maharastra,Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,1922,2.8,4.8,200,Yes,,Historical,Yes,0.16,Anytime
368,Southern,Telangana,Hyderabad,Birla Mandir,Temple,1976,3.7,4.8,50,Yes,,Religious,No,0.1,Evening
369,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,5.6,4.4,50,No,,Wildlife,Yes,0.1,Night
370,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,0.6,4.6,20,Yes,,Religious,No,0.41,All
371,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,2.7,5.0,200,Yes,,Religious,No,0.39,Morning
372,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1.0,3.9,10,No,,Historical,Yes,0.1,Morning
373,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,2.2,4.4,50,Yes,,Historical,Yes,0.27,All 
374,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,3.3,4.5,20,Yes,,Entertainment,Yes,0.67,Anytime
375,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.5,4.7,20,Yes,,Religious,No,0.24,Evening
376,Southern,Goa,Goa,Colva Beach,Beach,Unknown,2.8,4.2,20,Yes,,Scenic,Yes,0.29,All
377,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,2.1,4.8,0,Yes,,Recreational,Yes,0.31,Afternoon
378,Eastern,Bihar,Patna,Sanjay Gandhi Biological Park,Zoo,Unknown,4.7,4.5,20,Yes,,Wildlife,Yes,0.41,Evening
379,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,3.0,4.6,200,Yes,,Religious,No,0.53,Afternoon
380,Southern,Telangana,Hyderabad,Golconda Fort,Fort,1600,5.9,4.6,10,Yes,,Historical,Yes,1.07,Evening
381,Southern,Telangana,Hyderabad,Ramoji Film City,Film Studio,1996,4.0,4.4,200,Yes,,Entertainment,Yes,0.65,Night
382,Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,2.1,4.5,200,Yes,,Historical,Yes,2.36,All 
383,Northern,Delhi,Delhi,Agrasen ki Baoli,Stepwell,1400,3.6,4.0,500,Yes,,Historical,Yes,0.29,Afternoon
384,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,6.0,4.4,20,Yes,,Historical,No,0.6,Night
385,Southern,Goa,Goa,Anjuna Beach,Beach,Unknown,4.8,4.5,100,Yes,,Scenic,Yes,0.1,Anytime
386,Northern,Rajasthan,Pushkar,Pushkar Lake,Temple,1400,3.1,4.6,100,No,,Religious,Yes,1.58,Night
387,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,3.0,4.3,50,Yes,,Nature,Yes,0.31,All 
388,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,4.7,4.1,20,No,,Nature,Yes,0.12,All
389,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.7,4.5,100,No,,Historical,Yes,0.1,All
390,Western,Maharastra,Lonavala,Imagicaa,Amusement Park,2013,1.6,3.5,10,No,Monday,Recreational,Yes,1.02,All 
391,Eastern,West Bengal,Kolkata,Victoria Memorial,Museum,1921,2.4,4.6,200,Yes,Monday,Historical,Yes,0.59,Anytime
392,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,4.0,4.8,10,Yes,,Religious,No,0.72,Morning
393,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,4.6,4.5,200,Yes,,Historical,Yes,0.47,Evening
394,Southern,Telangana,Hyderabad,Lumbini Park,Park,1994,1.9,4.4,100,Yes,,Recreational,Yes,0.63,All
395,Northern,Delhi,Delhi,Red Fort,Fort,1648,5.6,4.7,50,Yes,,Historical,Yes,1.74,Evening
396,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,5.7,4.2,50,No,,Nature,Yes,0.1,Anytime
397,Southern,Kerala,Wayanad,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,3.1,4.3,200,No,,Wildlife,Yes,2.11,All 
398,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,0.7,4.8,10,Yes,,Religious,No,0.1,Anytime
399,Northern,Delhi,Delhi,Lodhi Garden,Park,1500,1.1,4.5,500,Yes,,Botanical,Yes,0.32,Anytime
400,Southern,Kerala,Alappuzha,Alappuzha Beach,Beach,Unknown,1.7,4.3,200,Yes,,Recreational,Yes,0.12,All
401,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,5.7,4.7,200,Yes,Monday,Historical,Yes,0.1,Evening
402,Northern,Delhi,Delhi,Red Fort,Fort,1648,1.8,4.8,100,Yes,,Historical,Yes,1.53,Afternoon
403,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,1.7,4.6,0,Yes,,Historical,Yes,0.81,Morning
404,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,5.2,4.3,200,No,,Historical,Yes,0.38,Night
405,Western,Gujarat,Ahmedabad,Sabarmati Riverfront,Urban Development Project,2012,1.9,4.5,20,Yes,,Recreational,Yes,0.64,All
406,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1.6,4.4,0,Yes,,Religious,No,0.55,Afternoon
407,Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,6.0,4.1,100,Yes,,Scenic,Yes,0.1,All 
408,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,5.8,4.2,200,Yes,,Historical,Yes,1.56,All 
409,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.7,4.3,50,No,,Nature,Yes,0.16,Night
410,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,4.0,4.0,50,Yes,,Recreational,Yes,0.76,Anytime
411,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,0.8,4.3,20,No,,Nature,Yes,0.1,Night
412,Western,Maharastra,Mumbai,Gateway of India,Monument,1924,2.6,4.7,50,Yes,,Historical,Yes,4.11,Night
413,Northern,Delhi,Delhi,National Science Centre,Science,1992,2.2,4.2,50,Yes,,Scientific,Yes,0.35,Night
414,Southern,Goa,Goa,Fort Aguada,Fort,1612,5.1,4.4,10,Yes,,Historical,Yes,0.91,Afternoon
415,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,3.8,4.5,500,Yes,,Shopping,Yes,1.07,All 
416,Western,Gujarat,Ahmedabad,Manek Chowk,Market,Unknown,3.3,4.5,20,Yes,,Food,Yes,0.1,Anytime
417,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,4.6,4.4,10,Yes,Friday,Historical,Yes,2.31,All 
418,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,2.4,4.2,0,No,,Wildlife,Yes,0.42,Morning
419,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,3.8,4.1,200,Yes,,Historical,Yes,0.1,All
420,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,3.0,4.6,50,No,,Nature,Yes,0.1,Anytime
421,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,1.7,4.4,0,Yes,Monday,Entertainment,Yes,0.63,Anytime
422,Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,5.9,4.3,0,Yes,,Scenic,Yes,0.76,All 
423,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,3.3,4.2,0,Yes,Monday,Wildlife,Yes,0.23,Afternoon
424,Western,Gujarat,Vadodara,Laxmi Vilas Palace,Palace,1890,5.9,4.6,100,Yes,Monday,Historical,Yes,0.1,Afternoon
425,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,5.2,5.0,20,No,,Cultural,Yes,0.1,Anytime
426,Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,5.0,4.8,0,No,,Religious,No,0.14,Anytime
427,Northern,Punjab,Amritsar,Wagah Border,Border Crossing,1950,4.8,5.0,100,Yes,,Cultural,Yes,0.11,Evening
428,Northern,Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,0.9,4.7,500,Yes,,Artistic,Yes,0.8,All
429,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,5.0,4.3,200,No,,Nature,Yes,0.1,Afternoon
430,Western,Maharastra,Mumbai,Chowpatty Beach,Beach,Unknown,4.8,4.4,20,Yes,,Recreational,Yes,0.23,Anytime
431,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,3.3,4.3,50,Yes,,Historical,Yes,0.1,Anytime
432,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,2.6,4.2,50,No,,Historical,Yes,0.13,Evening
433,Western,Maharastra,Mumbai,Mahalaxmi Temple,Temple,1831,5.1,5.0,200,Yes,,Religious,No,0.74,Night
434,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,5.7,4.7,0,No,,Wildlife,Yes,0.1,All 
435,Southern,Telangana,Hyderabad,Lumbini Park,Park,1994,4.4,4.3,10,Yes,,Recreational,Yes,0.64,All
436,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,5.5,4.2,20,Yes,,Historical,Yes,0.42,Afternoon
437,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,3.4,4.2,10,No,,Nature,Yes,0.21,Afternoon
438,Western,Gujarat,Somnath,Somnath Temple,Temple,1951,0.5,4.8,500,No,,Religious,No,0.58,Evening
439,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,2.7,4.3,0,No,,Nature,Yes,0.54,Night
440,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,0.8,4.0,200,Yes,,Wildlife,Yes,0.51,Afternoon
441,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,4.9,3.8,100,No,,Recreational,Yes,0.1,Evening
442,Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,5.1,4.6,200,No,,Religious,No,0.1,Afternoon
443,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,3.0,4.8,100,No,,Nature,Yes,0.16,Evening
444,Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,4.1,4.3,200,No,,Nature,Yes,0.15,Morning
445,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,3.3,4.9,20,Yes,,Cultural,Yes,0.11,Anytime
446,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,1.6,4.5,100,No,,Adventure,Yes,0.52,All
447,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,4.3,4.7,200,No,,Religious,No,0.16,Night
448,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,1.0,4.1,500,Yes,,Recreational,Yes,0.24,Anytime
449,Northern,Punjab,Amritsar,Wagah Border,Border Crossing,1950,3.1,4.9,50,Yes,,Cultural,Yes,0.34,Evening
450,Southern,Karnataka,Bangalore,Lalbagh Botanical Garden,Botanical Garden,1760,2.5,4.4,20,Yes,,Nature,Yes,1.83,Anytime
451,North Eastern,Assam,Manas,Manas National Park,National Park,1990,4.3,4.7,500,No,,Wildlife,Yes,0.1,All
452,Southern,Kerala,Munnar,Munnar Tea Gardens,Scenic Area,Unknown,3.9,4.1,50,No,,Nature,Yes,0.18,Night
453,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,6.0,4.7,50,Yes,Monday,Religious,No,0.39,Afternoon
454,Western,Gujarat,Ahmedabad,Sabarmati Ashram,Historical,1915,5.1,4.5,100,Yes,,Historical,Yes,0.88,All 
455,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,1.9,4.7,100,No,,Nature,Yes,0.24,Anytime
456,Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,0.6,4.8,10,Yes,,Religious,No,0.1,Afternoon
457,Eastern,West Bengal,Kolkata,Belur Math,Site,1898,1.8,4.6,500,Yes,,Religious,Yes,0.54,Anytime
458,Southern,Goa,Goa,Anjuna Beach,Beach,Unknown,2.8,4.3,0,Yes,,Scenic,Yes,0.32,Night
459,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,2.8,4.6,200,Yes,,Architectural,Yes,0.92,Night
460,Southern,Goa,Goa,Dr. Salim Ali Bird Santuary,Bird Sanctuary,1988,1.0,3.9,200,Yes,,Wildlife,Yes,0.16,Anytime
461,Western,Maharastra,Lonavala,Karla Caves,Cave,200,4.5,4.2,10,Yes,Yes,Historical,Yes,0.1,Night
462,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,4.2,4.8,10,Yes,,Religious,No,0.51,Afternoon
463,Southern,Puducherry,Auroville,Auroville,Township,1968,3.4,4.4,20,Yes,,Cultural,Yes,0.1,Night
464,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,4.9,4.5,500,Yes,,Religious,Yes,0.1,Evening
465,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,2.1,4.7,10,No,,Historical,Yes,0.19,All
466,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,4.3,4.1,0,Yes,,Wildlife,Yes,0.4,All 
467,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,3.0,4.1,0,No,,Nature,Yes,0.72,Evening
468,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,5.1,4.8,500,Yes,Friday,Historical,Yes,2.2,Anytime
469,Central,Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.7,4.8,20,Yes,Sunday,Sports,Yes,5.0,Evening
470,Western,Gujarat,Dwarka,Dwarkadhish Temple,Temple,-400,3.6,4.6,20,No,,Religious,No,0.73,Anytime
471,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,1.4,4.6,200,Yes,,Religious,No,0.18,Morning
472,Southern,Karnataka,Mysore,Mysore Palace,Palace,1912,2.4,4.6,0,Yes,,Historical,Yes,3.01,Afternoon
473,Southern,Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,4.3,4.7,20,Yes,,Historical,Yes,0.23,All 
474,Northern,Rajasthan,Sawai Madhopur,Ranthambore National Park,Wildlife Sanctuary,1980,2.6,4.2,0,No,,Wildlife,Yes,0.51,Anytime
475,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,3.3,4.9,200,Yes,,Religious,No,0.47,Morning
476,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,4.2,4.2,0,Yes,,Recreational,Yes,0.42,Night
477,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,2.4,4.1,100,Yes,,Historical,Yes,0.1,Night
478,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,0.9,4.0,50,No,,Historical,Yes,0.8,All 
479,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,2.8,4.5,10,No,,Historical,Yes,0.1,All 
480,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,5.4,4.3,200,No,,Nature,Yes,0.12,Evening
481,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,0.6,4.4,10,Yes,Monday,Historical,Yes,0.46,Night
482,Southern,Karnataka,Bengaluru,Wonderla Amusement Park,Amusement Park,2005,1.3,4.3,200,Yes,,Entertainment,Yes,0.92,Night
483,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,5.8,4.5,500,Yes,,Religious,No,0.1,Anytime
484,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.4,4.0,10,No,,Recreational,Yes,0.17,Night
485,Northern,Rajasthan,Jaisalmer,Jaisalmer Fort,Fort,1156,3.1,4.5,100,No,,Historical,Yes,0.1,All
486,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,1.8,4.5,100,No,,Wildlife,Yes,0.1,Afternoon
487,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,Unknown,4.8,4.5,50,Yes,,Religious,No,0.12,Afternoon
488,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,3.7,4.5,0,No,,Religious,No,0.28,Evening
489,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,4.3,4.9,200,Yes,,Religious,No,0.54,Evening
490,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,0.7,5.0,10,Yes,,Religious,No,0.1,All 
491,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.7,4.2,0,No,,Nature,Yes,0.59,Night
